"X.."	"X.logFC."	"X.logCPM."	"X.LR."	"X.PValue."	"X.FDR."	"Mouse"	"Human"	"Drosophila"	"Aplysia.clifornica"	"Saccoglossus.kowalevskii"	"Cluster"
"PladumEVm032883"	"PladumEVm032883"	1.08717668564527	2.64209288639486	20.5078385802279	5.93875489581751e-06	0.000202039101562773	"."	"."	"."	"."	"."	8
"PladumEVm016969"	"PladumEVm016969"	1.16646874056926	4.23561681938921	20.491053559861	5.99106241564049e-06	0.000203422477881499	"sp|P97821|CATC_MOUSE Dipeptidyl peptidase 1 OS=Mus musculus OX=10090 GN=Ctsc PE=1 SV=1"	"NP_001805.4 dipeptidyl peptidase 1 isoform a preproprotein [Homo sapiens]"	"gi|21355085|ref|NP_649769.1| GTPase indispensable for equal segregation of chromosomes, isoform A [Drosophila melanogaster]"	"XP_005091688.1 dipeptidyl peptidase 1 isoform X1 [Aplysia californica]"	"XP_006820705.1 PREDICTED: dipeptidyl peptidase 1-like [Saccoglossus kowalevskii]"	0
"PladumEVm013258"	"PladumEVm013258"	1.11419226970939	4.35949437188837	20.4888110066369	5.99808586290801e-06	0.000203463225207906	"sp|Q8VCM8|NCLN_MOUSE Nicalin OS=Mus musculus OX=10090 GN=Ncln PE=1 SV=2"	"NP_064555.2 nicalin isoform 1 precursor [Homo sapiens]"	"gi|24583345|ref|NP_609378.1| CG4972 [Drosophila melanogaster]"	"XP_005090447.1 nicalin-1 [Aplysia californica]"	"XP_006822841.1 PREDICTED: nicalin-like [Saccoglossus kowalevskii]"	0
"PladumEVm034553"	"PladumEVm034553"	1.18707094374753	3.07888509780005	20.4861526280498	6.00642233863479e-06	0.000203548389999574	"sp|Q9D275|BATF3_MOUSE Basic leucine zipper transcriptional factor ATF-like 3 OS=Mus musculus OX=10090 GN=Batf3 PE=2 SV=1"	"NP_061134.1 basic leucine zipper transcriptional factor ATF-like 3 [Homo sapiens]"	"."	"."	"."	6
"PladumEVm009245"	"PladumEVm009245"	-1.40675556527457	4.75119443255169	20.3690216746148	6.38551694566575e-06	0.000214522669773669	"tr|A0A3Q4EHJ0|A0A3Q4EHJ0_MOUSE Calmodulin-1 OS=Mus musculus OX=10090 GN=Calm1 PE=1 SV=1"	"NP_001292553.1 calmodulin-2 isoform 1 [Homo sapiens]"	"gi|17647231|ref|NP_523710.1| calmodulin, isoform A [Drosophila melanogaster]"	"XP_035825998.1 calcium-binding protein LPS1-alpha [Aplysia californica]"	"NP_001171813.1 calmodulin [Saccoglossus kowalevskii]"	0
"PladumEVm010523"	"PladumEVm010523"	1.03475633863082	6.28356366758868	20.3212156465789	6.54705976580539e-06	0.000219107012602945	"sp|Q9DBG6|RPN2_MOUSE Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 OS=Mus musculus OX=10090 GN=Rpn2 PE=1 SV=1"	"NP_002942.2 dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 isoform 1 precursor [Homo sapiens]"	"gi|19922486|ref|NP_611265.1| oligosaccharide transferase delta subunit, isoform A [Drosophila melanogaster]"	"XP_005100783.1 dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 [Aplysia californica]"	"XP_002736461.1 PREDICTED: dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2-like [Saccoglossus kowalevskii]"	2
"PladumEVm027148"	"PladumEVm027148"	1.65334341890302	2.31374518552682	20.2979091078391	6.62729679608502e-06	0.000221580021778387	"sp|Q8BHN7|CL029_MOUSE Uncharacterized protein C12orf29 homolog OS=Mus musculus OX=10090 PE=2 SV=1"	"NP_001009894.2 uncharacterized protein C12orf29 [Homo sapiens]"	"."	"XP_035824423.1 uncharacterized protein C12orf29 homolog [Aplysia californica]"	"XP_002740769.1 PREDICTED: uncharacterized protein C12orf29 homolog [Saccoglossus kowalevskii]"	0
"PladumEVm015517"	"PladumEVm015517"	1.45696864044316	3.45268301341159	20.2917197403065	6.64877020675271e-06	0.000222085451485404	"sp|Q9EP75|CP4FE_MOUSE Leukotriene-B4 omega-hydroxylase 3 OS=Mus musculus OX=10090 GN=Cyp4f14 PE=1 SV=1"	"NP_001073.3 cytochrome P450 4F2 precursor [Homo sapiens]"	"gi|17933518|ref|NP_525043.1| cytochrome P450-4d2, isoform A [Drosophila melanogaster]"	"XP_035827662.1 cytochrome P450 4A24 [Aplysia californica]"	"XP_002741860.1 PREDICTED: cytochrome P450 4F6-like [Saccoglossus kowalevskii]"	1
"PladumEVm009536"	"PladumEVm009536"	1.5147841218855	2.08859327293074	20.2708039383758	6.72185368989258e-06	0.000224312173897953	"tr|B2RQX9|B2RQX9_MOUSE Transporter OS=Mus musculus OX=10090 GN=Slc6a5 PE=1 SV=1"	"NP_004202.4 sodium- and chloride-dependent glycine transporter 2 isoform 1 [Homo sapiens]"	"gi|442623930|ref|NP_001261026.1| dopamine transporter, isoform B [Drosophila melanogaster]"	"XP_012934684.1 sodium- and chloride-dependent glycine transporter 1 [Aplysia californica]"	"XP_002741097.1 PREDICTED: sodium-dependent proline transporter-like [Saccoglossus kowalevskii]"	0
"PladumEVm003089"	"PladumEVm003089"	1.17687750285267	4.18034450930392	20.2126183120995	6.92943458769997e-06	0.000230798393765157	"."	"NP_001139113.1 serine/arginine repetitive matrix protein 5 [Homo sapiens]"	"gi|386768490|ref|NP_001246474.1| nahoda, isoform C [Drosophila melanogaster]"	"XP_012938304.1 uncharacterized protein LOC106011832 [Aplysia californica]"	"XP_006819112.1 PREDICTED: uncharacterized protein LOC102801088 [Saccoglossus kowalevskii]"	2
"PladumEVm020119"	"PladumEVm020119"	1.01150319415367	3.96628997035384	20.1122837563382	7.30261489407377e-06	0.000242534279262399	"sp|Q9JJC9|HERP2_MOUSE Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 2 protein OS=Mus musculus OX=10090 GN=Herpud2 PE=2 SV=1"	"NP_055500.1 homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 1 protein isoform 1 [Homo sapiens]"	"gi|24582606|ref|NP_723316.1| Homocysteine-induced endoplasmic reticulum protein, isoform A [Drosophila melanogaster]"	"XP_005110237.1 homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 2 protein [Aplysia californica]"	"XP_002741572.1 PREDICTED: homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 2 protein-like [Saccoglossus kowalevskii]"	0
"PladumEVm028677"	"PladumEVm028677"	1.15979433241293	2.98460853167293	20.0909681969795	7.38445776613067e-06	0.000244787068207627	"sp|Q5HZH2|TSR3_MOUSE 18S rRNA aminocarboxypropyltransferase OS=Mus musculus OX=10090 GN=Tsr3 PE=1 SV=1"	"NP_115909.1 N-acetylglucosamine-1-phosphotransferase subunit gamma precursor [Homo sapiens]"	"gi|24647066|ref|NP_650441.1| CG4338 [Drosophila melanogaster]"	"XP_005102936.1 N-acetylglucosamine-1-phosphotransferase subunit gamma isoform X1 [Aplysia californica]"	"XP_006815328.1 PREDICTED: ribosome biogenesis protein TSR3 homolog, partial [Saccoglossus kowalevskii]"	0
"PladumEVm024152"	"PladumEVm024152"	1.16593190663737	3.57168884423189	20.0884117978901	7.39433491002049e-06	0.000244882149214413	"sp|Q8CHS8|VP37A_MOUSE Vacuolar protein sorting-associated protein 37A OS=Mus musculus OX=10090 GN=Vps37a PE=1 SV=1"	"NP_001350098.1 vacuolar protein sorting-associated protein 37A isoform 4 [Homo sapiens]"	"gi|24638900|ref|NP_525034.2| modifier of rudimentary, isoform A [Drosophila melanogaster]"	"XP_005100077.1 vacuolar protein sorting-associated protein 37A [Aplysia californica]"	"XP_006816962.1 PREDICTED: vacuolar protein sorting-associated protein 37A-like [Saccoglossus kowalevskii]"	0
"PladumEVm040908"	"PladumEVm040908"	1.16461027817979	3.51795979080044	20.0856586924691	7.40498689982687e-06	0.000245002686830541	"sp|Q8BR70|YIPF6_MOUSE Protein YIPF6 OS=Mus musculus OX=10090 GN=Yipf6 PE=1 SV=1"	"NP_776195.2 protein YIPF6 isoform A [Homo sapiens]"	"gi|24581631|ref|NP_608828.2| CG3652 [Drosophila melanogaster]"	"XP_005097593.1 protein YIPF6 [Aplysia californica]"	"XP_002731673.1 PREDICTED: protein YIPF6-like [Saccoglossus kowalevskii]"	0
"PladumEVm058239"	"PladumEVm058239"	1.56056012416708	4.54904850182944	19.934383231902	8.01459198051872e-06	0.00026417153698806	"sp|P0DP27|CALM2_MOUSE Calmodulin-2 OS=Mus musculus OX=10090 GN=Calm2 PE=1 SV=1"	"NP_008819.1 calmodulin-1 isoform 2 [Homo sapiens]"	"gi|17647231|ref|NP_523710.1| calmodulin, isoform A [Drosophila melanogaster]"	"XP_012938697.1 calmodulin isoform X1 [Aplysia californica]"	"XP_002734090.1 PREDICTED: calmodulin-like [Saccoglossus kowalevskii]"	3
"PladumEVm054354"	"PladumEVm054354"	1.89547102937307	6.05737321369285	19.9317180278452	8.02577210744678e-06	0.000264290717871897	"sp|P41209|CETN1_MOUSE Centrin-1 OS=Mus musculus OX=10090 GN=Cetn1 PE=1 SV=1"	"NP_004057.1 centrin-1 [Homo sapiens]"	"gi|19921776|ref|NP_610336.1| ahuizotl [Drosophila melanogaster]"	"XP_005112120.1 caltractin [Aplysia californica]"	"XP_006819032.1 PREDICTED: calmodulin-like [Saccoglossus kowalevskii]"	2
"PladumEVm004095"	"PladumEVm004095"	1.16510025804057	2.97122641622113	19.9218023627987	8.06750447864582e-06	0.000265414820131268	"tr|G3X928|G3X928_MOUSE SEC23-interacting protein OS=Mus musculus OX=10090 GN=Sec23ip PE=1 SV=1"	"NP_009121.1 SEC23-interacting protein [Homo sapiens]"	"gi|320544647|ref|NP_001188714.1| phosphatidic acid phospholipase A1, isoform B [Drosophila melanogaster]"	"XP_005097690.1 phospholipase DDHD2 isoform X3 [Aplysia californica]"	"XP_006820775.1 PREDICTED: SEC23-interacting protein-like, partial [Saccoglossus kowalevskii]"	0
"PladumEVm006601"	"PladumEVm006601"	-1.3438594288832	2.72049027144743	19.8623490805747	8.32233662328713e-06	0.000273283946692696	"sp|P42232|STA5B_MOUSE Signal transducer and activator of transcription 5B OS=Mus musculus OX=10090 GN=Stat5b PE=1 SV=1"	"XP_016880466.1 signal transducer and activator of transcription 5B isoform X2 [Homo sapiens]"	"gi|442620060|ref|NP_001262758.1| Signal-transducer and activator of transcription protein at 92E, isoform I [Drosophila melanogaster]"	"XP_012939841.1 signal transducer and activator of transcription 5B [Aplysia californica]"	"XP_006814944.1 PREDICTED: signal transducer and activator of transcription 5B isoform X4 [Saccoglossus kowalevskii]"	4
"PladumEVm021931"	"PladumEVm021931"	1.2709821479949	2.66116809664816	19.8383625741904	8.42742285059952e-06	0.00027621550373086	"."	"."	"."	"."	"."	3
"PladumEVm112910"	"PladumEVm112910"	-1.28300480014864	2.95679805988196	19.7899818447719	8.64345253079125e-06	0.00028276553181022	"."	"."	"."	"."	"."	7
"PladumEVm009484"	"PladumEVm009484"	1.11712319152902	4.66553118809037	19.7580006473164	8.78929872693769e-06	0.00028699935347708	"sp|P37040|NCPR_MOUSE NADPH--cytochrome P450 reductase OS=Mus musculus OX=10090 GN=Por PE=1 SV=2"	"NP_001369588.1 NADPH--cytochrome P450 reductase isoform 1 [Homo sapiens]"	"gi|17137192|ref|NP_477158.1| cytochrome P450 reductase, isoform A [Drosophila melanogaster]"	"XP_035828576.1 NADPH--cytochrome P450 reductase [Aplysia californica]"	"XP_006822355.1 PREDICTED: NADPH--cytochrome P450 reductase-like [Saccoglossus kowalevskii]"	3
"PladumEVm016362"	"PladumEVm016362"	1.15730075981805	3.53868550268836	19.7327638481653	8.90613010060371e-06	0.000290271716030777	"tr|Q8C0M2|Q8C0M2_MOUSE (Lyso)-N-acylphosphatidylethanolamine lipase OS=Mus musculus OX=10090 GN=Abhd4 PE=1 SV=1"	"XP_005268043.1 (Lyso)-N-acylphosphatidylethanolamine lipase isoform X1 [Homo sapiens]"	"gi|24586387|ref|NP_724609.1| CG1882, isoform B [Drosophila melanogaster]"	"XP_005096462.1 1-acylglycerol-3-phosphate O-acyltransferase ABHD5 [Aplysia californica]"	"XP_002736163.1 PREDICTED: 1-acylglycerol-3-phosphate O-acyltransferase ABHD5-like [Saccoglossus kowalevskii]"	0
"PladumEVm002104"	"PladumEVm002104"	1.08281819607292	2.81926075599229	19.7177610520899	8.97632178884019e-06	0.000291742983237477	"tr|A0A668KLU2|A0A668KLU2_MOUSE Folliculin-interacting protein 2 (Fragment) OS=Mus musculus OX=10090 GN=Fnip2 PE=3 SV=1"	"NP_001310845.1 folliculin-interacting protein 2 isoform 2 [Homo sapiens]"	"gi|442632978|ref|NP_001261977.1| CG3764, isoform B [Drosophila melanogaster]"	"XP_005097286.1 folliculin-interacting protein 1 isoform X2 [Aplysia californica]"	"XP_002740758.1 PREDICTED: folliculin-interacting protein 2-like [Saccoglossus kowalevskii]"	6
"PladumEVm035542"	"PladumEVm035542"	1.20595039829804	2.96691867192305	19.7001937097221	9.05921817039461e-06	0.000294163590757823	"tr|A0A0R4J136|A0A0R4J136_MOUSE 3-oxo-5-alpha-steroid 4-dehydrogenase OS=Mus musculus OX=10090 GN=Srd5a1 PE=3 SV=1"	"NP_001038.1 3-oxo-5-alpha-steroid 4-dehydrogenase 1 isoform 1 [Homo sapiens]"	"gi|24657023|ref|NP_647836.2| Sc2 [Drosophila melanogaster]"	"XP_012936789.1 3-oxo-5-alpha-steroid 4-dehydrogenase 1 [Aplysia californica]"	"XP_002735709.1 PREDICTED: 3-oxo-5-alpha-steroid 4-dehydrogenase 1-like [Saccoglossus kowalevskii]"	0
"PladumEVm017192"	"PladumEVm017192"	1.28993255626752	4.02216221170371	19.6721923446807	9.19294231661873e-06	0.000298228608728265	"sp|P16675|PPGB_MOUSE Lysosomal protective protein OS=Mus musculus OX=10090 GN=Ctsa PE=1 SV=1"	"NP_001121167.1 lysosomal protective protein isoform b preproprotein [Homo sapiens]"	"gi|21356389|ref|NP_650836.1| CG4572, isoform B [Drosophila melanogaster]"	"XP_012945537.1 lysosomal protective protein [Aplysia californica]"	"XP_006813654.1 PREDICTED: lysosomal protective protein-like [Saccoglossus kowalevskii]"	6
"PladumEVm067728"	"PladumEVm067728"	1.1706873116549	6.60619652658086	19.5966960788214	9.56344337631438e-06	0.000309960248724534	"sp|P45878|FKBP2_MOUSE Peptidyl-prolyl cis-trans isomerase FKBP2 OS=Mus musculus OX=10090 GN=Fkbp2 PE=1 SV=1"	"NP_476433.1 peptidyl-prolyl cis-trans isomerase FKBP2 isoform 1 precursor [Homo sapiens]"	"gi|17352457|ref|NP_476973.1| FK506-binding protein 14 ortholog, isoform A [Drosophila melanogaster]"	"XP_005099879.1 peptidyl-prolyl cis-trans isomerase FKBP2 [Aplysia californica]"	"XP_002738145.2 PREDICTED: peptidyl-prolyl cis-trans isomerase FKBP15-2-like [Saccoglossus kowalevskii]"	0
"PladumEVm012658"	"PladumEVm012658"	1.39023491223819	2.66068761813446	19.5798950892932	9.64791360673282e-06	0.000312408205287894	"sp|Q8BYF6|SC5A8_MOUSE Sodium-coupled monocarboxylate transporter 1 OS=Mus musculus OX=10090 GN=Slc5a8 PE=1 SV=1"	"NP_666018.3 sodium-coupled monocarboxylate transporter 1 [Homo sapiens]"	"gi|28573698|ref|NP_611465.2| uncharacterized protein Dmel_CG10444 [Drosophila melanogaster]"	"XP_035824584.1 sodium-coupled monocarboxylate transporter 1 [Aplysia californica]"	"NP_001161572.1 iodide transporter-like protein [Saccoglossus kowalevskii]"	1
"PladumEVm153456"	"PladumEVm153456"	-1.39260590193222	3.63752431544571	19.55826014779	9.75779186102052e-06	0.000315673601696478	"."	"."	"."	"."	"."	5
"PladumEVm151390"	"PladumEVm151390"	-1.59290656420022	5.65893229050463	19.4369043865381	1.03978329734652e-05	0.000333293473632937	"."	"."	"."	"."	"."	1
"PladumEVm100392"	"PladumEVm100392"	13.236190153408	3.04452008784766	19.3148070737075	1.10843432644068e-05	0.000353031786066644	"."	"."	"."	"."	"."	0
"PladumEVm007435"	"PladumEVm007435"	1.03377784285994	3.37312252360463	19.2212176053014	1.16412300689644e-05	0.000369086150072184	"sp|Q9QZ67|PPM1D_MOUSE Protein phosphatase 1D OS=Mus musculus OX=10090 GN=Ppm1d PE=2 SV=2"	"NP_003611.1 protein phosphatase 1D [Homo sapiens]"	"gi|24639731|ref|NP_525074.2| protein phosphatase 2C, isoform A [Drosophila melanogaster]"	"XP_005101231.1 uncharacterized protein LOC101863195 [Aplysia californica]"	"XP_002738759.1 PREDICTED: protein phosphatase 1D-like [Saccoglossus kowalevskii]"	0
"PladumEVm029419"	"PladumEVm029419"	-1.16081223076183	2.98738213267341	19.2059572699397	1.17346616254666e-05	0.000371374404467553	"sp|Q8C1Q4|METRN_MOUSE Meteorin OS=Mus musculus OX=10090 GN=Metrn PE=1 SV=2"	"NP_001004431.1 meteorin-like protein isoform 1 precursor [Homo sapiens]"	"."	"XP_005102396.2 meteorin-like protein [Aplysia californica]"	"XP_006821826.1 PREDICTED: meteorin-like protein-like isoform X2 [Saccoglossus kowalevskii]"	1
"PladumEVm016207"	"PladumEVm016207"	1.0235467030808	3.72789506239377	19.1902504752176	1.18316131000926e-05	0.00037410382814854	"sp|Q9QXE5|TSSP_MOUSE Thymus-specific serine protease OS=Mus musculus OX=10090 GN=Prss16 PE=2 SV=1"	"NP_005856.1 thymus-specific serine protease [Homo sapiens]"	"gi|24659664|ref|NP_648067.2| CG9953 [Drosophila melanogaster]"	"XP_005092643.1 putative serine protease K12H4.7 [Aplysia californica]"	"XP_006823961.1 PREDICTED: putative serine protease K12H4.7-like [Saccoglossus kowalevskii]"	0
"PladumEVm012664"	"PladumEVm012664"	1.723651085526	2.32367813195818	19.1668066568986	1.19778203719073e-05	0.000378042516688408	"sp|Q9WTR0|MMP16_MOUSE Matrix metalloproteinase-16 OS=Mus musculus OX=10090 GN=Mmp16 PE=2 SV=3"	"NP_005932.2 matrix metalloproteinase-16 precursor [Homo sapiens]"	"gi|320544348|ref|NP_001189002.1| matrix metalloproteinase 1, isoform H [Drosophila melanogaster]"	"XP_012936807.1 matrix metalloproteinase-24 [Aplysia californica]"	"XP_002738587.1 PREDICTED: matrix metalloproteinase-19-like [Saccoglossus kowalevskii]"	0
"PladumEVm017191"	"PladumEVm017191"	1.05226002145764	7.96890777458438	19.1571129883853	1.20388038280715e-05	0.000379624338401617	"sp|Q9JLR1|S61A2_MOUSE Protein transport protein Sec61 subunit alpha isoform 2 OS=Mus musculus OX=10090 GN=Sec61a2 PE=2 SV=3"	"NP_060614.2 protein transport protein Sec61 subunit alpha isoform 2 isoform a [Homo sapiens]"	"gi|19920826|ref|NP_609034.1| Sec61 alpha subunit, isoform A [Drosophila melanogaster]"	"XP_005105453.1 protein transport protein Sec61 subunit alpha [Aplysia californica]"	"XP_006816377.1 PREDICTED: protein transport protein Sec61 subunit alpha isoform 2-like [Saccoglossus kowalevskii]"	2
"PladumEVm043330"	"PladumEVm043330"	1.58608735520602	1.83658218101041	19.1359708307793	1.21728942319732e-05	0.000383506538837611	"sp|Q9CR96|TM208_MOUSE Transmembrane protein 208 OS=Mus musculus OX=10090 GN=Tmem208 PE=2 SV=1"	"NP_054906.2 transmembrane protein 208 isoform 1 [Homo sapiens]"	"gi|24653986|ref|NP_611072.2| CG8320 [Drosophila melanogaster]"	"XP_005105819.1 transmembrane protein 208 [Aplysia californica]"	"XP_002736264.1 PREDICTED: transmembrane protein 208-like [Saccoglossus kowalevskii]"	1
"PladumEVm014096"	"PladumEVm014096"	1.44674644106012	1.52981689142176	19.1229896225279	1.22559673658602e-05	0.000385775895311522	"sp|Q6DFW0|CI072_MOUSE Guanine nucleotide exchange C9orf72 homolog OS=Mus musculus OX=10090 PE=1 SV=2"	"NP_060795.1 guanine nucleotide exchange C9orf72 isoform a [Homo sapiens]"	"."	"XP_035828071.1 guanine nucleotide exchange C9orf72 [Aplysia californica]"	"XP_002731358.1 PREDICTED: protein C9orf72-like [Saccoglossus kowalevskii]"	0
"PladumEVm024287"	"PladumEVm024287"	1.33698221734768	3.39271707687138	19.0935995809566	1.24461584695444e-05	0.000391394807087035	"tr|A0A1D5RMB0|A0A1D5RMB0_MOUSE Alcohol dehydrogenase 6B (class V) OS=Mus musculus OX=10090 GN=Adh6b PE=3 SV=1"	"NP_000659.2 all-trans-retinol dehydrogenase [NAD(+)] ADH1B isoform 1 [Homo sapiens]"	"gi|17737895|ref|NP_524310.1| formaldehyde dehydrogenase [Drosophila melanogaster]"	"XP_035826585.1 sorbitol dehydrogenase-like [Aplysia californica]"	"XP_006820579.1 PREDICTED: alcohol dehydrogenase 3, mitochondrial-like [Saccoglossus kowalevskii]"	1
"PladumEVm015226"	"PladumEVm015226"	1.41818993642832	2.15666892809504	19.0869908543851	1.24893319252318e-05	0.000391891800143291	"sp|Q9CX98|CP2U1_MOUSE Cytochrome P450 2U1 OS=Mus musculus OX=10090 GN=Cyp2u1 PE=2 SV=2"	"NP_898898.1 cytochrome P450 2U1 [Homo sapiens]"	"gi|21357021|ref|NP_652070.1| Cyp303a1, isoform A [Drosophila melanogaster]"	"XP_005112250.2 cytochrome P450 2H1 [Aplysia californica]"	"XP_002730850.1 PREDICTED: steroid 17-alpha-hydroxylase/17,20 lyase-like [Saccoglossus kowalevskii]"	1
"PladumEVm024098"	"PladumEVm024098"	1.09358029304194	3.08986090636578	19.0596112346434	1.2669805501111e-05	0.000397013752828086	"sp|P60710|ACTB_MOUSE Actin, cytoplasmic 1 OS=Mus musculus OX=10090 GN=Actb PE=1 SV=1"	"NP_001092.1 actin, cytoplasmic 1 [Homo sapiens]"	"gi|17530805|ref|NP_511052.1| actin 5C, isoform B [Drosophila melanogaster]"	"NP_001191580.1 actin, muscle [Aplysia californica]"	"XP_006821144.1 PREDICTED: actin 1 isoform X1 [Saccoglossus kowalevskii]"	2
"PladumEVm003458"	"PladumEVm003458"	-1.42730520187748	3.4075475505358	19.0420815304019	1.27867259125382e-05	0.000399960086533725	"sp|P11369|LORF2_MOUSE LINE-1 retrotransposable element ORF2 protein OS=Mus musculus OX=10090 GN=Pol PE=1 SV=2"	"."	"."	"XP_005102894.1 uncharacterized protein LOC101847595 [Aplysia californica]"	"XP_006817258.1 PREDICTED: RNA-directed DNA polymerase from mobile element jockey-like [Saccoglossus kowalevskii]"	0
"PladumEVm083031"	"PladumEVm083031"	1.54807861710087	3.5213123070619	19.0363542361968	1.28251604393641e-05	0.000400803471011577	"."	"."	"."	"."	"NP_001161680.1 X-box binding protein [Saccoglossus kowalevskii]"	8
"PladumEVm103283"	"PladumEVm103283"	1.64045655655926	5.15457100504101	18.9940549953411	1.31126366633619e-05	0.000408690822819984	"sp|P19123|TNNC1_MOUSE Troponin C, slow skeletal and cardiac muscles OS=Mus musculus OX=10090 GN=Tnnc1 PE=1 SV=1"	"NP_001341568.1 parvalbumin-like EF-hand-containing protein [Homo sapiens]"	"."	"XP_035824173.1 ras and EF-hand domain-containing protein homolog [Aplysia californica]"	"XP_002740370.1 PREDICTED: troponin C, slow skeletal and cardiac muscles-like [Saccoglossus kowalevskii]"	2
